ID,CLASS
ISIC_0071536,6
ISIC_0072738,7
ISIC_0061994,5
ISIC_0012126,7
ISIC_0063007,1
ISIC_0009898,4
ISIC_0014650,7
ISIC_0026998,1
ISIC_0031125,5
ISIC_0028011,5
ISIC_0054043,5
ISIC_0056573,4
ISIC_0072062,5
ISIC_0024571,3
ISIC_0030996,7
ISIC_0000453,4
ISIC_0067935,4
ISIC_0010367,2
ISIC_0028919,7
ISIC_0067501,6
ISIC_0068294,3
ISIC_0029640,1
ISIC_0032221,4
ISIC_0056456,2
ISIC_0055836,3
ISIC_0068273,7
ISIC_0060337,1
ISIC_0070787,3
ISIC_0027914,1
ISIC_0057749,3
ISIC_0032718,5
ISIC_0058753,2
ISIC_0014578,3
ISIC_0066453,6
ISIC_0055064,4
ISIC_0068814,6
ISIC_0032294,4
ISIC_0029288,6
ISIC_0070382,3
ISIC_0027587,2
ISIC_0059324,7
ISIC_0054355,3
ISIC_0014541,6
ISIC_0066492,2
ISIC_0064916,2
ISIC_0065612,6
ISIC_0060358,5
ISIC_0033812,7
ISIC_0000036,4
ISIC_0054878,1
ISIC_0026936,3
ISIC_0065519,5
ISIC_0027407,6
ISIC_0034074,6
ISIC_0071864,3
ISIC_0063241,7
ISIC_0014796,4
ISIC_0068621,1
ISIC_0054265,7
ISIC_0057889,6
ISIC_0061141,2
ISIC_0058681,7
ISIC_0032008,4
ISIC_0025813,6
ISIC_0071637,5
ISIC_0024886,5
ISIC_0057564,1
ISIC_0061580,6
ISIC_0054869,3
ISIC_0027608,7
ISIC_0012901,6
ISIC_0034102,6
ISIC_0066857,5
ISIC_0029322,5
ISIC_0059531,2
ISIC_0033965,6
ISIC_0025183,2
ISIC_0061923,1
ISIC_0055426,5
ISIC_0062639,7
ISIC_0060694,2
ISIC_0027598,1
ISIC_0029498,2
ISIC_0059299,7
ISIC_0009969,7
ISIC_0032006,2
ISIC_0028803,5
ISIC_0056108,3
ISIC_0064925,2
ISIC_0059961,8
ISIC_0059562,4
ISIC_0067979,3
ISIC_0027706,1
ISIC_0055695,7
ISIC_0027842,7
ISIC_0070502,6
ISIC_0056400,5
ISIC_0055120,5
ISIC_0024900,4
ISIC_0013071,6
ISIC_0010491,3
ISIC_0071362,7
ISIC_0062753,1
ISIC_0054209,3
ISIC_0032635,2
ISIC_0030619,8
ISIC_0026028,5
ISIC_0029840,7
ISIC_0031603,8
ISIC_0030641,4
ISIC_0025607,6
ISIC_0010861,6
ISIC_0054256,2
ISIC_0014855,7
ISIC_0059148,8
ISIC_0064625,3
ISIC_0032971,3
ISIC_0032647,4
ISIC_0065279,5
ISIC_0062243,3
ISIC_0025160,2
ISIC_0028217,2
ISIC_0014723,1
ISIC_0072847,5
ISIC_0068950,7
ISIC_0033340,1
ISIC_0059349,3
ISIC_0060716,4
ISIC_0013177,6
ISIC_0058357,4
ISIC_0064397,2
ISIC_0026372,5
ISIC_0010448,5
ISIC_0064830,5
ISIC_0031875,1
ISIC_0056749,5
ISIC_0032328,5
ISIC_0026603,6
ISIC_0069105,7
ISIC_0010467,6
ISIC_0060869,3
ISIC_0032123,6
ISIC_0070317,5
ISIC_0053845,6
ISIC_0026084,4
ISIC_0055996,6
ISIC_0034261,6
ISIC_0066003,5
ISIC_0053538,3
ISIC_0061612,6
ISIC_0063488,7
ISIC_0033778,7
ISIC_0062770,5
ISIC_0028511,5
ISIC_0069770,6
ISIC_0027856,5
ISIC_0059243,7
ISIC_0054618,1
ISIC_0060390,3
ISIC_0026616,2
ISIC_0014592,6
ISIC_0033709,5
ISIC_0031801,6
ISIC_0058755,1
ISIC_0030161,1
ISIC_0060081,3
ISIC_0032512,2
ISIC_0025472,2
ISIC_0033330,2
ISIC_0065743,4
ISIC_0029164,3
ISIC_0067201,5
ISIC_0015310,7
ISIC_0033442,3
ISIC_0068010,2
ISIC_0065811,5
ISIC_0028720,5
ISIC_0000082,2
ISIC_0058889,1
ISIC_0061321,2
ISIC_0015416,1
ISIC_0026710,7
ISIC_0025279,5
ISIC_0030587,3
ISIC_0053584,5
ISIC_0030056,6
ISIC_0058840,4
ISIC_0068318,7
ISIC_0070843,7
ISIC_0073077,1
ISIC_0066259,3
ISIC_0060236,7
ISIC_0068432,3
ISIC_0031522,6
ISIC_0060762,1
ISIC_0031268,4
ISIC_0025832,4
ISIC_0026287,4
ISIC_0024996,5
ISIC_0026157,5
ISIC_0057692,1
ISIC_0031901,1
ISIC_0028280,4
ISIC_0026889,2
ISIC_0057330,4
ISIC_0026324,2
ISIC_0032065,7
ISIC_0069163,5
ISIC_0058835,6
ISIC_0029580,4
ISIC_0055107,5
ISIC_0027825,5
ISIC_0026994,6
ISIC_0062609,3
ISIC_0068569,4
ISIC_0067605,6
ISIC_0025078,2
ISIC_0028218,6
ISIC_0064820,2
ISIC_0065272,3
ISIC_0058199,5
ISIC_0054462,1
ISIC_0056493,1
ISIC_0070611,3
ISIC_0026284,6
ISIC_0024332,6
ISIC_0072595,6
ISIC_0032701,1
ISIC_0010474,7
ISIC_0029270,3
ISIC_0073079,7
ISIC_0065832,7
ISIC_0060768,6
ISIC_0063079,1
ISIC_0032661,3
ISIC_0025513,5
ISIC_0063905,5
ISIC_0061593,2
ISIC_0032152,2
ISIC_0012257,4
ISIC_0053980,2
ISIC_0032256,7
ISIC_0000072,5
ISIC_0061484,6
ISIC_0070715,5
ISIC_0065099,6
ISIC_0024572,5
ISIC_0063895,5
ISIC_0012939,7
ISIC_0066881,1
ISIC_0031705,4
ISIC_0033936,4
ISIC_0029195,6
ISIC_0025484,1
ISIC_0072324,2
ISIC_0065881,3
ISIC_0015331,1
ISIC_0064887,6
ISIC_0054297,1
ISIC_0061381,7
ISIC_0029048,2
ISIC_0060132,3
ISIC_0065006,6
ISIC_0062915,3
ISIC_0057786,6
ISIC_0060464,4
ISIC_0032085,6
ISIC_0054119,1
ISIC_0026406,3
ISIC_0070766,4
ISIC_0029891,4
ISIC_0061276,1
ISIC_0032612,6
ISIC_0058023,4
ISIC_0029196,5
ISIC_0014959,1
ISIC_0066648,1
ISIC_0064048,5
ISIC_0012442,2
ISIC_0024811,2
ISIC_0056240,4
ISIC_0012877,4
ISIC_0061320,2
ISIC_0062008,1
ISIC_0068818,4
ISIC_0012666,4
ISIC_0025491,2
ISIC_0033158,1
ISIC_0059835,1
ISIC_0024851,3
ISIC_0012756,5
ISIC_0070785,2
ISIC_0060776,3
ISIC_0028722,7
ISIC_0058930,4
ISIC_0033800,4
ISIC_0055325,3
ISIC_0057996,7
ISIC_0014666,5
ISIC_0053513,1
ISIC_0031213,2
ISIC_0025517,1
ISIC_0032354,5
ISIC_0033726,2
ISIC_0027725,6
ISIC_0067305,2
ISIC_0064794,3
ISIC_0033338,3
ISIC_0013639,5
ISIC_0066462,5
ISIC_0060330,4
ISIC_0033654,3
ISIC_0012322,1
ISIC_0056094,2
ISIC_0068728,4
ISIC_0068229,6
ISIC_0031584,5
ISIC_0014588,1
ISIC_0068619,2
ISIC_0063868,1
ISIC_0067227,5
ISIC_0054464,1
ISIC_0066761,4
ISIC_0026427,3
ISIC_0030402,7
ISIC_0011357,7
ISIC_0032857,5
ISIC_0032522,4
ISIC_0032692,4
ISIC_0054554,5
ISIC_0030120,1
ISIC_0064050,5
ISIC_0072524,4
ISIC_0057033,7
ISIC_0013215,3
ISIC_0061261,7
ISIC_0073183,1
ISIC_0070661,4
ISIC_0067009,6
ISIC_0027294,1
